FurLength,Breed1,Breed2,Color2,Type,Sterilized,Vaccinated,Gender,State,Color3,Color1,Age,Health,MaturitySize,Fee,VideoAmt,Dewormed,PhotoAmt
1,266,0,6,2,1,1,2,41326,7,3,8,1,2,0,1,1,8.0
1,306,306,2,2,2,2,1,41326,0,1,7,1,2,0,0,1,1.0
2,307,307,0,1,1,2,2,41326,0,2,7,1,2,0,0,2,1.0
2,265,0,7,2,2,2,2,41401,0,2,3,1,2,0,0,2,4.0
1,266,0,6,2,2,2,1,41326,0,1,1,1,2,0,1,2,7.0
1,266,0,7,2,2,2,3,41326,0,4,1,1,2,0,0,2,5.0
1,266,0,2,2,2,2,3,41326,7,1,0,1,1,0,0,2,4.0
1,266,0,3,2,2,2,1,41326,4,2,5,1,2,0,0,2,6.0
2,307,0,7,1,2,2,2,41401,0,1,4,1,3,0,0,2,1.0
2,179,0,0,1,3,1,1,41326,0,2,4,1,1,200,0,1,4.0
2,265,0,0,2,2,2,1,41324,0,7,1,1,1,0,0,2,3.0
2,195,0,6,1,3,1,1,41326,7,5,12,1,2,500,0,1,1.0
1,307,307,2,1,2,2,3,41401,0,1,1,1,2,0,0,2,1.0
3,218,0,0,1,1,1,1,41326,0,7,36,1,3,300,0,1,4.0
1,243,305,3,2,2,2,2,41326,6,1,3,1,2,50,0,2,2.0
1,249,272,0,2,1,1,1,41401,0,3,72,1,3,0,0,1,4.0
1,307,0,0,1,2,1,2,41326,0,2,2,1,2,0,0,1,9.0
2,307,0,0,1,1,3,2,41326,0,2,8,1,3,0,1,3,1.0
3,65,0,3,1,1,3,1,41326,0,2,12,1,1,0,0,3,1.0
2,265,0,6,2,2,2,1,41326,7,2,2,1,2,0,0,2,1.0
3,285,288,5,2,2,1,2,41326,6,2,12,1,3,250,0,1,1.0
2,265,0,6,2,2,2,1,41326,7,1,10,1,3,0,0,2,1.0
2,299,265,6,2,3,3,2,41401,0,1,2,1,1,0,0,3,2.0
1,266,0,7,2,2,2,2,41326,0,6,2,1,2,0,0,1,13.0
1,307,0,7,1,1,1,2,41326,0,1,37,1,2,80,1,1,5.0
2,265,0,4,2,2,2,2,41401,7,1,3,1,2,0,0,2,1.0
1,307,0,0,1,2,3,1,41401,0,7,3,1,2,0,0,1,11.0
1,292,252,5,2,2,2,1,41326,0,2,2,1,2,100,0,1,5.0
1,152,0,0,1,2,3,2,41324,0,2,24,2,1,0,0,3,3.0
1,307,0,0,1,2,1,2,41401,0,2,3,1,2,0,0,1,7.0
3,264,0,6,2,2,2,3,41326,0,2,1,1,2,0,0,2,8.0
2,265,0,3,2,2,2,2,41401,4,1,4,1,2,0,0,2,2.0
2,307,0,4,1,2,2,2,41327,0,1,2,1,2,0,0,2,1.0
1,266,0,2,2,2,2,2,41326,7,1,17,1,2,0,0,2,1.0
1,283,0,7,2,3,3,2,41326,0,2,3,1,2,0,0,3,2.0
1,299,0,0,2,1,1,2,41401,0,2,36,1,2,0,0,1,6.0
1,266,0,7,2,1,2,1,41326,0,5,48,3,2,0,0,2,7.0
1,307,0,2,1,3,3,2,41326,7,1,2,1,1,0,0,3,1.0
1,307,0,2,1,2,2,2,41326,3,1,1,1,2,0,0,2,9.0
1,266,0,2,2,2,2,3,41326,7,1,7,1,2,0,0,2,10.0
2,307,0,7,1,3,3,2,41326,0,2,4,1,2,0,0,1,3.0
2,307,0,2,1,2,1,1,41326,0,1,3,1,2,0,0,1,5.0
1,307,0,2,1,3,3,1,41326,0,1,2,1,2,0,0,3,4.0
1,307,0,2,1,2,1,1,41326,7,1,2,1,2,0,0,1,6.0
2,307,0,2,1,1,1,2,41326,0,1,36,1,1,0,0,1,7.0
1,307,0,4,1,3,3,2,41327,0,3,12,1,2,0,0,3,1.0
1,307,307,2,1,2,2,2,41330,0,1,2,1,2,0,0,2,1.0
2,307,0,0,1,2,1,3,41401,0,5,3,1,2,0,0,1,4.0
2,265,0,7,2,2,2,1,41326,0,3,2,1,3,0,0,2,16.0
2,265,0,0,2,2,1,2,41326,0,5,3,2,1,0,0,2,4.0
1,307,0,0,1,2,2,2,41326,0,2,4,2,1,0,0,2,4.0
2,307,0,0,1,1,1,1,41336,0,3,10,1,2,0,0,2,1.0
1,307,0,6,1,2,1,2,41326,7,5,2,1,2,0,0,1,1.0
1,292,0,7,2,2,2,2,41401,0,1,2,1,2,0,0,1,2.0
1,266,0,7,2,2,2,2,41401,0,4,1,2,1,0,0,1,3.0
2,285,0,0,2,2,1,1,41401,0,1,36,1,2,0,0,1,2.0
1,266,299,0,2,2,2,1,41326,0,1,5,1,2,0,0,2,1.0
2,285,0,6,2,1,1,2,41327,7,1,24,1,3,0,0,1,2.0
1,141,307,4,1,1,1,2,41326,0,3,72,1,2,0,0,1,6.0
2,307,0,0,1,2,3,1,41326,0,5,1,1,2,0,0,3,2.0
1,205,0,7,1,2,1,1,41326,0,2,122,1,1,0,0,1,2.0
1,307,307,0,1,1,1,1,41326,0,5,4,1,2,0,0,1,3.0
1,266,0,5,2,2,2,1,41401,0,2,3,1,1,0,0,1,3.0
1,306,0,0,2,2,2,2,41326,0,1,3,1,1,0,0,2,4.0
2,292,0,4,2,2,2,2,41326,5,2,7,1,2,0,0,2,2.0
1,307,0,7,1,2,2,2,41326,0,1,2,1,2,0,0,2,2.0
1,307,307,2,1,2,2,1,41326,3,1,1,1,2,20,0,2,5.0
2,307,307,0,1,2,2,2,41326,0,2,2,1,2,0,0,1,4.0
1,307,0,0,1,2,1,1,41326,0,7,4,1,2,0,0,1,1.0
2,307,0,2,1,3,1,1,41401,0,1,3,1,2,0,0,1,3.0
1,179,0,6,1,2,1,1,41326,0,1,60,1,1,300,0,2,1.0
3,264,0,6,2,2,2,3,41326,7,5,2,1,1,450,0,1,1.0
1,141,307,0,1,1,3,1,41326,0,2,6,1,2,8,0,1,3.0
1,266,0,3,2,1,1,1,41326,0,1,6,1,3,60,0,1,3.0
1,266,0,6,2,1,1,2,41326,7,4,3,1,3,100,0,1,2.0
1,266,265,7,2,2,2,2,41326,0,6,2,1,2,50,0,2,4.0
1,307,0,2,1,2,3,2,41326,0,1,2,1,2,0,0,3,2.0
2,129,0,7,1,1,1,2,41401,0,2,36,1,1,0,0,1,1.0
1,266,0,4,2,2,1,2,41401,7,3,6,1,3,0,0,1,3.0
2,289,0,0,2,2,2,1,41326,0,6,6,1,2,150,0,1,5.0
1,307,0,5,1,2,1,2,41401,0,2,1,1,2,0,0,1,10.0
2,292,0,2,2,2,2,1,41326,0,1,3,1,1,300,0,2,9.0
2,265,0,2,2,2,2,2,41336,0,1,6,1,2,70,0,1,6.0
1,78,307,2,1,2,1,2,41326,0,1,4,1,2,0,0,1,6.0
1,292,299,5,2,2,2,3,41326,0,2,0,2,2,0,0,2,1.0
1,266,0,7,2,1,1,2,41401,0,1,7,1,1,0,0,1,4.0
1,266,266,0,2,3,1,2,41326,0,5,24,1,1,0,0,1,2.0
2,179,0,0,1,1,1,2,41401,0,2,67,1,1,300,0,1,1.0
1,266,0,0,2,2,1,1,41401,0,7,12,1,2,0,0,1,2.0
1,266,0,7,2,1,1,2,41326,0,6,5,1,1,70,0,1,5.0
1,307,0,2,1,2,1,1,41326,0,1,3,1,2,0,0,1,2.0
2,307,0,5,1,2,2,1,41327,0,1,2,1,2,0,0,2,6.0
2,179,0,3,1,2,1,2,41326,0,2,6,1,2,0,0,1,1.0
1,266,0,0,2,2,2,2,41326,0,1,4,1,2,0,0,2,2.0
1,299,0,6,2,1,1,1,41327,7,1,20,1,2,0,0,1,3.0
1,266,0,0,2,1,1,1,41326,0,7,7,1,1,30,0,1,4.0
1,307,0,4,1,3,3,1,41326,0,2,18,1,2,0,0,3,2.0
1,254,266,2,2,1,1,2,41326,7,1,4,1,2,50,0,1,9.0
2,265,265,4,2,2,2,3,41336,7,1,3,1,2,0,0,2,1.0
1,189,307,2,1,3,3,2,41336,0,1,1,1,3,0,0,3,3.0
1,266,0,6,2,2,2,2,41326,7,1,1,1,1,0,0,1,7.0
1,307,0,2,1,2,3,1,41326,0,1,2,1,2,0,0,3,1.0
2,39,16,7,1,1,1,2,41326,0,1,60,1,2,0,0,1,1.0
2,264,266,2,2,3,3,3,41326,7,1,4,2,2,0,0,3,5.0
1,307,0,0,1,2,1,1,41326,0,1,3,1,2,0,0,1,3.0
1,266,0,5,2,1,1,2,41330,7,4,2,1,2,0,1,1,5.0
1,266,0,5,2,2,2,1,41401,7,4,12,1,3,0,0,2,4.0
2,265,0,6,2,2,1,1,41326,7,1,6,1,2,0,0,1,4.0
1,292,266,0,2,2,1,1,41345,0,2,2,1,1,0,0,2,2.0
2,205,195,7,1,3,3,1,41326,0,1,84,1,1,0,0,1,3.0
1,244,300,2,2,1,2,2,41326,7,1,8,1,2,0,0,2,6.0
1,307,0,7,1,2,1,2,41401,0,1,4,1,2,0,0,1,3.0
2,266,0,0,2,2,1,2,41401,0,6,4,1,2,0,0,1,4.0
2,307,307,0,1,2,1,1,41326,0,2,1,1,2,0,0,1,2.0
1,266,0,0,2,2,2,1,41401,0,1,3,1,2,0,0,2,3.0
2,307,0,0,1,2,2,1,41336,0,2,0,1,2,0,0,3,1.0
2,265,0,7,2,2,2,3,41326,0,5,2,1,2,0,1,2,4.0
2,250,0,0,2,2,2,1,41326,0,1,6,1,2,0,0,2,1.0
1,307,0,7,1,1,1,2,41326,0,5,3,1,2,300,0,1,3.0
2,205,218,6,1,2,1,2,41326,0,5,17,1,1,0,0,1,2.0
2,307,0,7,1,3,3,2,41401,0,2,12,1,2,0,0,3,3.0
1,266,0,6,2,2,2,2,41326,7,1,3,1,1,0,0,2,5.0
2,265,292,4,2,1,1,3,41325,5,1,0,1,2,0,0,1,3.0
1,307,0,4,1,2,1,3,41401,0,1,1,1,1,0,0,1,9.0
1,266,0,2,2,1,2,1,41326,7,1,84,2,3,200,0,1,11.0
2,307,0,7,1,1,1,2,41326,0,2,20,1,2,0,1,1,4.0
2,307,0,0,1,3,1,1,41401,0,5,2,1,2,0,0,1,5.0
1,307,0,7,1,1,1,2,41326,0,5,18,1,1,100,0,1,3.0
2,265,0,6,2,3,2,1,41336,7,1,2,1,1,0,0,1,1.0
2,307,0,5,1,2,2,2,41326,7,2,2,1,2,0,0,2,5.0
2,102,307,2,1,2,2,2,41401,0,1,3,1,2,0,0,2,2.0
1,307,189,0,1,1,1,1,41326,0,1,8,1,3,0,0,1,1.0
1,266,0,5,2,2,2,2,41326,0,1,2,1,2,0,0,1,3.0
1,307,307,5,1,1,3,1,41326,7,2,12,1,2,0,0,3,20.0
2,265,266,0,2,2,2,2,41326,0,7,2,1,2,0,0,1,13.0
1,307,0,7,1,1,1,1,41326,0,5,15,1,2,0,0,1,4.0
1,266,0,6,2,2,2,2,41326,0,5,3,1,2,0,0,2,2.0
3,264,306,7,2,1,1,1,41326,0,1,8,1,2,0,0,1,4.0
2,218,307,2,1,2,1,2,41326,7,1,3,1,3,0,0,1,9.0
2,265,266,2,2,3,2,3,41326,7,1,12,1,2,0,0,2,8.0
2,247,292,0,2,2,2,1,41326,0,7,4,1,2,100,0,2,1.0
3,285,264,2,2,2,1,1,41401,6,1,7,1,3,200,0,1,3.0
2,265,0,0,2,3,2,1,41326,0,4,2,1,3,40,0,1,4.0
2,307,0,0,1,2,1,2,41324,0,1,54,1,2,0,0,2,2.0
1,205,0,6,1,2,1,1,41326,7,5,100,2,1,0,0,3,5.0
1,307,307,2,1,2,2,3,41327,7,1,1,1,2,0,0,2,1.0
1,247,299,4,2,2,2,1,41326,7,3,2,1,2,0,0,1,3.0
2,266,0,0,2,2,2,1,41326,0,4,3,1,2,0,0,2,2.0
2,292,266,5,2,2,2,1,41326,0,2,4,1,1,0,1,2,4.0
1,266,0,6,2,2,2,1,41326,7,1,3,1,2,0,0,2,3.0
1,307,0,0,1,2,2,2,41332,0,2,1,1,2,0,0,2,3.0
2,307,0,7,1,2,2,2,41326,0,4,0,1,1,0,0,2,1.0
2,307,0,6,1,2,2,2,41330,0,1,1,1,2,0,0,2,2.0
2,307,0,0,1,2,1,2,41326,0,2,3,1,2,0,0,1,2.0
2,195,195,6,1,3,1,1,41401,0,2,96,1,2,0,0,3,3.0
1,266,0,7,2,2,2,1,41326,0,1,1,2,1,0,0,2,1.0
1,243,283,6,2,2,3,2,41401,7,1,1,1,2,0,0,3,3.0
1,307,0,0,1,2,1,2,41326,0,2,3,1,2,0,0,1,5.0
2,307,0,4,1,2,2,2,41401,0,1,2,1,2,0,0,1,3.0
2,265,0,5,2,2,2,1,41326,0,2,0,1,1,0,0,2,4.0
2,205,0,7,1,3,1,2,41401,0,3,14,1,1,300,0,1,6.0
3,264,0,2,2,1,1,2,41326,3,1,12,1,2,0,0,1,5.0
1,266,0,7,2,2,2,1,41326,0,5,6,1,2,0,0,2,4.0
1,307,60,7,1,1,1,2,41326,0,2,10,1,2,0,0,1,2.0
1,299,0,3,2,2,2,1,41326,5,2,2,1,2,0,0,1,5.0
1,75,307,4,1,3,3,2,41401,0,3,12,1,1,0,0,3,5.0
1,266,0,6,2,2,2,3,41326,7,1,3,1,2,0,0,2,14.0
1,251,290,3,2,1,3,2,41327,7,1,12,1,2,0,0,1,2.0
1,299,0,2,2,2,1,3,41401,7,1,2,1,1,0,0,1,4.0
1,173,307,0,1,2,1,1,41326,0,2,2,1,2,0,0,1,6.0
1,307,0,2,1,2,1,2,41326,0,1,2,1,2,0,0,1,3.0
2,195,0,7,1,2,1,1,41336,0,6,3,1,1,0,0,1,5.0
1,266,0,7,2,2,2,1,41326,0,6,4,1,2,0,0,2,5.0
1,307,307,7,1,2,1,1,41332,0,4,24,1,3,100,0,1,3.0
3,285,0,3,2,1,1,2,41401,7,2,22,1,2,0,0,1,5.0
1,266,0,0,2,2,2,1,41326,0,1,0,1,1,0,0,2,1.0
2,299,0,6,2,1,1,1,41326,0,1,6,1,2,0,0,1,6.0
3,264,0,3,2,3,3,2,41326,6,2,3,1,2,0,0,3,6.0
1,266,0,7,2,2,2,2,41330,0,6,10,1,1,0,0,1,4.0
3,264,292,4,2,2,2,3,41326,7,1,3,1,1,200,0,2,1.0
1,189,0,2,1,1,1,2,41326,0,1,60,1,3,500,1,1,4.0
2,129,307,7,1,2,3,2,41326,0,1,3,1,1,0,0,1,1.0
1,266,0,2,2,2,2,2,41326,7,1,2,1,2,0,0,2,3.0
1,265,0,2,2,2,2,3,41401,7,1,0,1,1,0,0,2,0.0
1,266,266,0,2,3,2,3,41327,0,7,5,1,2,0,0,3,4.0
2,266,0,2,2,2,2,3,41336,5,1,3,1,2,0,0,2,2.0
1,307,0,2,1,1,1,2,41326,0,1,8,1,2,0,0,1,2.0
2,205,0,7,1,3,3,1,41401,0,2,60,1,2,0,0,3,2.0
1,307,307,0,1,2,2,2,41326,0,7,4,1,1,0,0,2,1.0
1,266,0,7,2,2,2,3,41326,0,6,1,1,2,0,0,2,3.0
1,266,0,2,2,1,2,2,41326,3,1,12,1,1,0,0,1,10.0
1,307,307,7,1,2,2,3,41326,0,1,2,1,2,0,0,2,4.0
3,264,0,0,2,2,1,2,41326,0,3,6,1,3,100,0,1,3.0
2,265,0,0,2,3,1,1,41326,0,3,3,1,2,0,0,1,3.0
3,205,0,5,1,3,1,2,41335,0,2,36,1,1,0,0,1,1.0
3,250,0,0,2,1,1,1,41326,0,1,4,1,2,0,0,1,1.0
1,307,0,0,1,1,1,1,41327,0,7,238,1,2,0,0,1,10.0
1,266,266,6,2,1,2,3,41326,7,4,5,1,2,0,0,2,3.0
2,307,0,7,1,2,3,3,41326,0,2,5,1,2,0,0,3,4.0
2,203,307,2,1,2,2,1,41326,5,1,2,1,2,50,0,1,5.0
1,307,0,0,1,2,2,3,41326,0,2,3,1,2,0,0,2,5.0
2,179,179,0,1,2,2,1,41401,0,1,4,1,2,0,0,2,2.0
3,249,293,2,2,2,2,2,41326,0,1,4,1,2,0,0,2,3.0
2,266,0,0,2,3,2,2,41326,0,1,3,1,3,0,0,2,2.0
1,266,0,5,2,2,1,1,41326,0,3,2,1,2,0,0,1,5.0
3,169,0,0,1,2,1,1,41326,0,2,24,1,2,400,0,1,1.0
1,266,0,2,2,2,2,1,41401,7,1,2,1,2,0,1,2,7.0
3,307,0,0,1,1,1,2,41326,0,3,48,1,2,0,0,1,1.0
3,307,0,5,1,2,1,2,41401,7,2,2,1,2,0,0,1,5.0
1,307,0,0,1,2,1,2,41326,0,2,2,1,2,0,0,1,5.0
2,141,307,5,1,2,1,2,41326,0,1,4,1,2,0,0,1,2.0
1,307,0,2,1,1,1,1,41401,0,1,36,1,3,0,0,1,2.0
2,179,0,0,1,3,3,1,41401,0,7,24,1,1,0,0,3,3.0
1,266,0,7,2,1,1,1,41326,0,1,24,1,2,0,0,1,2.0
1,307,307,2,1,2,1,1,41326,7,1,2,1,2,0,1,1,3.0
1,266,0,7,2,1,1,1,41401,0,3,5,1,2,50,0,1,2.0
1,307,0,7,1,2,2,2,41330,0,1,1,1,2,0,1,2,5.0
2,265,0,2,2,1,1,1,41326,7,1,12,1,3,0,0,1,12.0
2,141,307,5,1,2,1,2,41326,0,3,2,1,2,0,0,1,5.0
1,307,0,7,1,2,2,1,41326,0,2,2,1,2,0,0,2,1.0
1,307,307,2,1,1,2,3,41326,0,1,24,1,2,0,0,2,0.0
2,307,307,2,1,1,1,3,41401,7,1,24,1,2,0,0,1,5.0
2,307,0,2,1,2,2,3,41330,7,1,2,1,2,0,0,2,6.0
1,266,288,5,2,2,2,2,41401,0,3,5,1,2,0,0,1,4.0
1,266,0,0,2,2,2,2,41326,0,5,4,2,1,0,0,2,1.0
3,264,0,7,2,1,2,1,41401,0,1,36,1,3,0,0,2,5.0
2,307,0,7,1,2,1,1,41326,0,2,3,1,2,200,0,1,2.0
2,105,0,2,1,1,1,2,41326,4,1,16,1,2,50,0,1,5.0
1,307,0,5,1,3,3,2,41327,7,3,4,1,2,0,0,3,1.0
1,307,307,4,1,1,1,3,41326,5,1,32,1,2,0,0,1,5.0
1,266,254,7,2,2,2,1,41326,0,6,2,1,1,0,0,2,4.0
2,307,0,2,1,3,3,1,41401,0,1,24,1,2,0,0,3,3.0
1,307,0,0,1,2,1,2,41401,0,3,36,1,2,50,0,1,1.0
1,266,0,0,2,2,2,2,41401,0,1,3,1,1,0,0,2,1.0
1,307,0,7,1,2,1,2,41401,0,2,3,1,2,0,0,1,7.0
2,292,265,7,2,2,2,2,41326,0,2,3,1,2,150,0,2,5.0
1,307,109,3,1,2,2,1,41326,0,2,2,1,2,0,4,1,24.0
1,266,299,0,2,1,1,2,41401,0,2,8,1,2,0,0,1,1.0
1,266,0,6,2,2,2,1,41326,0,2,4,1,1,0,0,2,4.0
1,266,0,7,2,2,2,1,41326,0,1,5,1,2,0,1,1,15.0
2,119,213,0,1,1,1,1,41326,0,7,24,1,3,0,0,1,1.0
1,266,0,6,2,2,2,1,41326,7,5,3,1,2,0,0,2,1.0
2,307,0,2,1,2,2,3,41326,7,1,1,1,2,0,0,2,11.0
1,182,307,0,1,1,1,2,41326,0,5,12,1,1,0,0,1,3.0
1,266,0,4,2,2,2,2,41401,0,2,1,1,1,0,0,1,1.0
1,307,0,7,1,2,2,1,41326,0,1,2,1,2,0,0,2,1.0
1,265,299,6,2,2,2,2,41326,7,1,1,1,2,0,0,1,6.0
1,307,0,0,1,2,1,3,41326,0,3,4,1,2,0,0,1,2.0
1,266,0,6,2,3,3,2,41326,7,4,2,1,1,0,0,3,5.0
1,307,0,0,1,2,1,2,41401,0,1,1,1,3,0,0,1,1.0
1,307,307,7,1,2,2,2,41326,0,2,3,1,2,0,0,2,5.0
1,266,0,2,2,2,2,3,41326,3,1,1,1,2,0,4,2,11.0
1,266,0,0,2,2,2,3,41326,0,5,3,1,2,0,0,1,3.0
2,307,0,2,1,2,2,1,41326,4,1,4,1,2,0,0,1,17.0
2,292,0,5,2,2,2,3,41336,0,2,2,1,1,0,0,2,4.0
2,103,307,0,1,2,3,1,41326,0,2,12,1,2,0,0,3,1.0
3,179,205,2,1,1,1,2,41326,0,1,24,1,1,250,0,1,2.0
1,128,0,0,1,1,1,2,41401,0,5,48,1,1,0,0,1,1.0
1,307,0,7,1,2,1,2,41401,0,5,3,1,2,0,0,1,3.0
2,307,0,2,1,2,1,1,41401,3,1,4,1,1,100,0,1,4.0
1,266,0,5,2,2,2,2,41401,6,2,3,1,1,0,0,2,5.0
1,266,0,0,2,2,1,2,41336,0,2,5,1,1,0,0,1,2.0
2,119,0,6,1,1,3,2,41332,7,1,12,1,3,350,0,3,8.0
1,266,0,3,2,2,2,2,41361,7,1,8,1,2,10,0,2,4.0
1,307,0,2,1,2,3,1,41326,0,1,2,1,2,0,0,3,1.0
2,307,307,7,1,2,2,2,41326,0,5,2,1,2,0,0,2,5.0
1,266,0,0,2,2,2,2,41332,0,1,3,1,1,0,0,2,1.0
2,205,0,7,1,2,3,2,41401,0,1,60,1,1,200,2,1,7.0
1,141,109,4,1,1,1,3,41326,0,3,72,1,3,0,0,1,2.0
3,218,205,5,1,1,1,2,41326,7,3,25,1,2,0,0,1,1.0
2,265,299,6,2,2,2,2,41401,7,1,3,1,1,0,0,2,1.0
2,307,0,2,1,2,2,2,41326,6,1,3,1,1,0,0,2,2.0
1,266,0,0,2,2,2,2,41401,0,7,1,1,1,0,0,1,1.0
2,119,307,2,1,1,1,1,41327,7,1,12,1,2,150,0,1,5.0
1,307,0,0,1,1,1,2,41401,0,2,8,1,2,0,0,1,1.0
2,266,0,7,2,2,2,1,41326,0,4,2,1,1,0,0,2,3.0
1,307,307,0,1,2,2,1,41327,0,7,1,1,2,0,0,2,1.0
2,307,307,2,1,1,2,3,41401,7,1,36,1,2,0,0,2,6.0
3,264,265,7,2,1,1,2,41401,0,6,3,1,1,0,0,1,5.0
2,251,0,5,2,1,3,2,41326,6,4,48,1,2,0,0,1,4.0
1,179,307,0,1,3,1,1,41326,0,7,24,1,2,0,0,1,5.0
2,152,0,2,1,2,3,1,41401,0,1,84,2,1,0,0,1,2.0
2,265,266,4,2,2,2,3,41401,7,1,2,1,1,0,0,2,1.0
1,303,266,3,2,2,2,2,41401,0,1,2,1,1,0,0,1,1.0
2,307,128,7,1,2,2,2,41401,0,2,3,1,2,0,0,1,4.0
1,109,141,7,1,3,3,2,41401,0,3,24,1,2,0,0,3,3.0
2,264,265,0,2,2,2,3,41401,0,3,5,1,2,0,0,1,3.0
1,307,0,2,1,1,1,2,41336,7,1,16,1,2,0,0,1,5.0
1,307,0,3,1,1,1,2,41401,0,2,5,1,1,0,0,1,2.0
1,93,307,0,1,3,2,1,41335,0,7,3,1,2,0,0,1,9.0
1,266,0,5,2,2,2,1,41326,0,1,2,2,2,0,0,2,1.0
1,266,0,6,2,2,2,2,41326,7,2,12,1,1,0,0,2,5.0
2,264,0,0,2,2,2,1,41401,0,1,2,1,1,80,0,1,1.0
1,307,0,0,1,3,3,2,41326,0,2,12,1,2,0,0,3,1.0
1,195,307,0,1,2,1,1,41401,0,2,12,1,1,0,0,1,4.0
2,266,0,0,2,2,2,2,41401,0,1,2,1,2,0,0,1,25.0
1,266,0,7,2,2,2,1,41336,0,1,8,1,2,0,0,2,2.0
1,307,0,2,1,2,2,3,41326,0,1,1,1,2,0,0,1,4.0
2,307,0,7,1,2,1,2,41401,0,2,2,1,2,0,0,1,1.0
1,189,0,0,1,1,1,1,41326,0,1,82,1,3,300,0,1,3.0
1,283,0,7,2,2,2,1,41326,0,3,1,1,2,0,0,1,1.0
1,266,0,4,2,2,2,3,41326,6,1,0,1,1,0,0,2,5.0
1,307,0,0,1,2,1,1,41330,0,5,3,1,2,0,0,1,4.0
1,285,266,2,2,2,2,1,41326,7,1,3,1,2,0,0,1,5.0
1,266,266,6,2,2,2,2,41401,7,1,3,1,2,0,0,1,12.0
1,266,0,0,2,2,2,2,41325,0,4,1,1,2,0,0,2,4.0
1,266,0,7,2,2,2,2,41361,0,3,3,1,2,10,0,2,2.0
3,264,0,0,2,1,1,1,41401,0,1,12,1,1,0,0,1,3.0
2,265,0,3,2,2,2,2,41367,0,2,1,1,2,0,0,2,0.0
1,266,0,0,2,1,1,2,41326,0,6,18,1,2,0,0,3,3.0
1,266,0,0,2,2,2,1,41326,0,3,2,2,1,0,0,2,3.0
2,307,0,2,1,2,1,3,41326,7,1,3,1,2,150,0,1,3.0
2,119,0,0,1,2,1,3,41336,0,2,2,1,3,250,0,1,4.0
2,265,0,7,2,1,1,2,41401,0,1,41,1,2,0,0,1,6.0
1,307,0,2,1,2,3,1,41326,0,1,2,1,3,0,0,3,3.0
1,189,307,2,1,2,1,2,41326,0,1,8,1,3,100,0,2,2.0
2,307,141,7,1,2,2,2,41401,0,2,2,1,2,0,0,2,2.0
2,307,218,3,1,2,1,2,41326,0,1,2,1,2,0,0,1,2.0
1,200,0,0,1,2,2,2,41326,0,5,9,1,2,0,0,2,1.0
2,266,0,2,2,2,2,1,41326,7,1,1,1,3,0,0,2,0.0
1,307,0,7,1,2,2,3,41401,0,1,2,1,2,0,0,2,5.0
1,266,0,0,2,2,2,2,41326,0,6,2,1,2,0,0,1,5.0
2,266,0,7,2,2,2,2,41326,0,1,10,1,2,0,0,2,1.0
2,39,307,5,1,2,2,2,41326,7,1,3,1,2,0,0,1,9.0
2,103,152,0,1,2,2,1,41401,0,6,1,1,2,0,0,1,6.0
1,266,0,4,2,2,2,2,41326,7,1,4,1,2,0,0,2,7.0
1,266,0,0,2,2,2,1,41326,0,1,3,1,1,0,1,1,3.0
1,266,0,6,2,2,2,2,41327,7,1,1,1,1,0,0,1,2.0
1,254,266,3,2,2,2,3,41326,7,1,3,1,1,0,0,1,4.0
1,266,0,2,2,2,2,2,41361,4,1,1,1,1,0,0,2,1.0
3,264,0,0,2,2,2,1,41401,0,4,5,1,2,100,0,1,5.0
2,265,0,7,2,2,1,2,41326,0,6,3,1,1,0,0,1,2.0
2,307,0,7,1,2,2,2,41326,0,2,0,1,2,0,0,2,4.0
2,307,307,0,1,2,2,1,41326,0,2,1,1,2,0,0,1,1.0
1,266,0,7,2,2,2,1,41326,0,6,3,1,2,0,0,1,2.0
2,109,307,0,1,2,2,2,41401,0,1,2,1,2,0,0,2,3.0
1,266,0,2,2,1,1,2,41326,6,1,12,1,1,0,0,1,6.0
2,265,265,0,2,2,2,1,41326,0,4,2,1,1,0,0,1,5.0
1,266,0,7,2,1,2,2,41326,0,6,12,1,2,50,0,1,4.0
1,266,289,0,2,1,1,1,41401,0,6,12,1,2,50,0,1,3.0
1,307,0,2,1,2,1,1,41326,0,1,12,1,2,0,0,1,1.0
2,213,0,2,1,1,1,2,41326,7,1,12,1,2,0,0,1,3.0
1,307,0,0,1,3,3,1,41401,0,2,8,2,3,0,0,3,1.0
2,265,264,3,2,2,2,3,41326,0,2,1,1,2,0,0,2,3.0
2,205,0,7,1,3,3,2,41401,0,5,36,1,1,0,0,3,3.0
2,307,0,2,1,2,2,1,41326,0,1,2,1,1,0,0,2,5.0
2,307,218,2,1,2,1,1,41326,0,1,2,1,2,0,0,1,4.0
2,266,0,2,2,2,2,1,41326,7,1,2,1,2,0,0,2,7.0
1,307,0,0,1,2,3,2,41401,0,7,212,1,2,0,0,3,1.0
1,266,0,3,2,2,2,3,41401,7,1,0,1,1,0,0,2,3.0
2,265,0,2,2,2,1,2,41401,7,1,6,1,2,0,0,1,1.0
2,283,0,2,2,1,1,2,41401,7,1,48,1,2,0,0,1,0.0
2,307,0,7,1,2,2,1,41336,0,2,4,1,2,0,0,2,2.0
2,307,0,2,1,2,1,2,41327,7,1,2,1,2,40,0,2,1.0
1,78,307,4,1,1,1,2,41326,0,1,12,1,2,0,0,1,4.0
2,265,0,7,2,2,2,2,41401,0,4,2,1,2,0,0,2,5.0
